Handle,Title,Body (HTML),Vendor,Standardized Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
bermuda,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/katrina-szish-x-jelavu-handbags-bermuda-36735712002273.jpg?v=1644438175,9,Katrina Szish x JELAVU Handbags BERMUDA,,,,,,,,,,,,,,,,,,,,,
bermuda,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/katrina-szish-x-jelavu-handbags-bermuda-36735712035041.jpg?v=1644438175,10,Katrina Szish x JELAVU Handbags BERMUDA,,,,,,,,,,,,,,,,,,,,,
bermuda,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/katrina-szish-x-jelavu-handbags-bermuda-36735711379681.jpg?v=1644438175,11,Katrina Szish x JELAVU Handbags BERMUDA,,,,,,,,,,,,,,,,,,,,,
bermuda,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/katrina-szish-x-jelavu-handbags-bermuda-36735711969505.jpg?v=1644438175,12,Katrina Szish x JELAVU Handbags BERMUDA,,,,,,,,,,,,,,,,,,,,,
bermuda,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/katrina-szish-x-jelavu-handbags-bermuda-36735711674593.jpg?v=1644438175,13,Katrina Szish x JELAVU Handbags BERMUDA,,,,,,,,,,,,,,,,,,,,,
bermuda,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/katrina-szish-x-jelavu-handbags-bermuda-36735712329953.jpg?v=1644438175,14,Katrina Szish x JELAVU Handbags BERMUDA,,,,,,,,,,,,,,,,,,,,,
bermuda,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/katrina-szish-x-jelavu-handbags-bermuda-36735711936737.jpg?v=1644438175,15,Katrina Szish x JELAVU Handbags BERMUDA,,,,,,,,,,,,,,,,,,,,,
braidy,Braidy Handbag,"<p><meta charset=""utf-8""><span data-mce-fragment=""1"">The 90's and Y2K style is back in full swing and the Braidy Bags takes two trends from these iconic eras - hobo bags and shoulder bags - and combines them to create this beauty, complete with showstopping braid detail. With plenty of storage space and pockets inside, throw this on with a tee and jeans, and let the bag do the talking! </span></p>
<p><span data-mce-fragment=""1"">Product dimension :11.8"" x 4.7"" x 9.8"" , </span></p>
<p><span data-mce-fragment=""1"">closure : top zip , vegan bags</span></p>",Katrina Szish x JELAVU,,Handbags,"#vegan, 1veganbags, handbag, handbags, jelavu, Katrina Szish x JELAVU, Leather&Veganbags, Veganbags, Verishop, women'sbag",true,Color,Olive,,,,,JELB_BRAIDY-OLI,0.0,shopify,deny,manual,122.60,,true,true,'765244118309,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/katrina-szish-x-jelavu-handbags-braidy-hand-bag-36735644762337.jpg?v=1644437457,1,Katrina Szish x JELAVU Handbags Braidy Hand bag,false,,,,,,,,,,,,,,,,,lb,,,active
braidy,,,,,,,,,Denim,,,,,JELB_BRAIDY-DEN,0.0,shopify,deny,manual,122.60,,true,true,'765244118316,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/katrina-szish-x-jelavu-handbags-braidy-hand-bag-36735644532961.jpg?v=1644437457,2,Katrina Szish x JELAVU Handbags Braidy Hand bag,,,,,,,,,,,,,,,,,,lb,,,
braidy,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/katrina-szish-x-jelavu-handbags-braidy-hand-bag-36735644664033.jpg?v=1644437457,3,Katrina Szish x JELAVU Handbags Braidy Hand bag,,,,,,,,,,,,,,,,,,,,,
braidy,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/katrina-szish-x-jelavu-handbags-braidy-hand-bag-36735644467425.jpg?v=1644437457,4,Katrina Szish x JELAVU Handbags Braidy Hand bag,,,,,,,,,,,,,,,,,,,,,
braidy,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/katrina-szish-x-jelavu-handbags-braidy-hand-bag-36735644827873.jpg?v=1644437457,5,Katrina Szish x JELAVU Handbags Braidy Hand bag,,,,,,,,,,,,,,,,,,,,,
braidy,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/katrina-szish-x-jelavu-handbags-braidy-hand-bag-36735644729569.jpg?v=1644437457,6,Katrina Szish x JELAVU Handbags Braidy Hand bag,,,,,,,,,,,,,,,,,,,,,
braidy,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/katrina-szish-x-jelavu-handbags-braidy-hand-bag-36735644205281.jpg?v=1644437457,7,Katrina Szish x JELAVU Handbags Braidy Hand bag,,,,,,,,,,,,,,,,,,,,,
braidy,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/katrina-szish-x-jelavu-handbags-braidy-hand-bag-36735644008673.jpg?v=1644437457,8,Katrina Szish x JELAVU Handbags Braidy Hand bag,,,,,,,,,,,,,,,,,,,,,
braidy,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/katrina-szish-x-jelavu-handbags-braidy-hand-bag-36735644565729.jpg?v=1644437457,9,Katrina Szish x JELAVU Handbags Braidy Hand bag,,,,,,,,,,,,,,,,,,,,,
braidy,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/katrina-szish-x-jelavu-handbags-braidy-hand-bag-36735643910369.jpg?v=1644437457,10,Katrina Szish x JELAVU Handbags Braidy Hand bag,,,,,,,,,,,,,,,,,,,,,
madi-shoulder,Madi Shoulder,"<p><meta charset=""utf-8""><span data-mce-fragment=""1"">An exciting take on a classic silhouette, ramp up your spring wardrobe with this incredible terry cloth must-have! Available in three striking colors, this purse will add a neon pop to any look! </span></p>
<p><span data-mce-fragment=""1"">Exterior material: Terry cloth,</span></p>
<p><span data-mce-fragment=""1""> closure type: Twist lock, </span></p>
<p><span data-mce-fragment=""1"">Product dimensions:10.2"" x 3.1"" x 7.8"".</span></p>",Katrina Szish x JELAVU,,Handbags,"#vegan, 1veganbags, handbag, handbags, jelavu, Katrina Szish x JELAVU, Leather&Veganbags, Veganbags, Verishop, women'sbag",true,Color,Pink Terry,,,,,JELB_MADI-PINK,0.0,shopify,deny,manual,122.60,,true,true,'765244118286,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/katrina-szish-x-jelavu-handbags-pink-terry-madi-shoulder-36735588106465.jpg?v=1644436921,1,Katrina Szish x JELAVU Handbags Pink Terry Madi Shoulder,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/katrina-szish-x-jelavu-handbags-pink-terry-madi-shoulder-36735588106465.jpg?v=1644436921,lb,,,active
madi-shoulder,,,,,,,,,Yellow Terry,,,,,JELB_MADIM-YEL,0.0,shopify,deny,manual,122.60,,true,true,'765244118293,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/katrina-szish-x-jelavu-handbags-madi-shoulder-36735587713249.jpg?v=1644436921,2,Katrina Szish x JELAVU Handbags Madi Shoulder,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/katrina-szish-x-jelavu-handbags-yellow-terry-madi-shoulder-36735587680481.jpg?v=1644436921,lb,,,
madi-shoulder,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/katrina-szish-x-jelavu-handbags-madi-shoulder-36735587844321.jpg?v=1644436921,3,Katrina Szish x JELAVU Handbags Madi Shoulder,,,,,,,,,,,,,,,,,,,,,
madi-shoulder,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/katrina-szish-x-jelavu-handbags-madi-shoulder-36735587647713.jpg?v=1644436921,4,Katrina Szish x JELAVU Handbags Madi Shoulder,,,,,,,,,,,,,,,,,,,,,
madi-shoulder,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/katrina-szish-x-jelavu-handbags-madi-shoulder-36735587778785.jpg?v=1644436921,5,Katrina Szish x JELAVU Handbags Madi Shoulder,,,,,,,,,,,,,,,,,,,,,
madi-shoulder,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/katrina-szish-x-jelavu-handbags-yellow-terry-madi-shoulder-36735587680481.jpg?v=1644436921,6,Katrina Szish x JELAVU Handbags Yellow Terry Madi Shoulder,,,,,,,,,,,,,,,,,,,,,
madi-shoulder,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/katrina-szish-x-jelavu-handbags-madi-shoulder-36735588172001.jpg?v=1644436921,7,Katrina Szish x JELAVU Handbags Madi Shoulder,,,,,,,,,,,,,,,,,,,,,
madi-shoulder,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/katrina-szish-x-jelavu-handbags-madi-shoulder-36735588008161.jpg?v=1644436921,8,Katrina Szish x JELAVU Handbags Madi Shoulder,,,,,,,,,,,,,,,,,,,,,
madi-shoulder,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/katrina-szish-x-jelavu-handbags-madi-shoulder-36735587909857.jpg?v=1644436921,9,Katrina Szish x JELAVU Handbags Madi Shoulder,,,,,,,,,,,,,,,,,,,,,
madi-shoulder,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/katrina-szish-x-jelavu-handbags-madi-shoulder-36735588040929.jpg?v=1644436921,10,Katrina Szish x JELAVU Handbags Madi Shoulder,,,,,,,,,,,,,,,,,,,,,
jelavu-ring-zrc_026,JELAVU Ring ZRC_026,"<p data-mce-fragment=""1"">Product Code: ZRC_026</p>
<p data-mce-fragment=""1"">Pewter and silver plated</p>
<p data-mce-fragment=""1"">Nickle and lead-free</p>
<p data-mce-fragment=""1"">Hypoallergenic</p>
<p data-mce-fragment=""1"">Made in Turkey </p>",Chanour,,Jewelry,"jelavu, Verishop",true,Title,Default Title,,,,,"",0.0,shopify,deny,manual,30.00,,true,true,"",https://cdn.shopify.com/s/files/1/0462/6068/2908/products/chanour-jewelry-jelavu-ring-zrc-026-36732691316961.jpg?v=1644413517,1,Chanour Jewelry JELAVU Ring ZRC_026,false,,,,,,,,,,,,,,,,,lb,,,active
jelavu-ring-3592,JELAVU Ring 3592,"<p data-mce-fragment=""1"">Product Code: 3592</p>
<p data-mce-fragment=""1"">Pewter and silver plated</p>
<p data-mce-fragment=""1"">Nickle and lead-free</p>
<p data-mce-fragment=""1"">Hypoallergenic</p>
<p data-mce-fragment=""1"">Made in Turkey </p>",Chanour,,Jewelry,"jelavu, Verishop",true,Title,Default Title,,,,,"",0.0,shopify,deny,manual,30.00,,true,true,"",https://cdn.shopify.com/s/files/1/0462/6068/2908/products/chanour-jewelry-jelavu-ring-3592-36732689547489.jpg?v=1644413514,1,Chanour Jewelry JELAVU Ring 3592,false,,,,,,,,,,,,,,,,,lb,,,active
jelavu-ring-3597,JELAVU Ring 3597,"<p data-mce-fragment=""1"">Product Code: 3597</p>
<p data-mce-fragment=""1"">Pewter and silver plated</p>
<p data-mce-fragment=""1"">Nickle and lead-free</p>
<p data-mce-fragment=""1"">Hypoallergenic</p>
<p data-mce-fragment=""1"">Made in Turkey </p>",Chanour,,Jewelry,"jelavu, Verishop",true,Title,Default Title,,,,,"",0.0,shopify,deny,manual,30.00,,true,true,"",https://cdn.shopify.com/s/files/1/0462/6068/2908/products/chanour-jewelry-jelavu-ring-3597-36732680667361.jpg?v=1644413511,1,Chanour Jewelry JELAVU Ring 3597,false,,,,,,,,,,,,,,,,,lb,,,active
jelavu-ring-zrc_181,JELAVU Ring ZRC_181,"<p data-mce-fragment=""1"">Product Code: ZRC_181</p>
<p data-mce-fragment=""1"">Pewter and silver plated</p>
<p data-mce-fragment=""1"">Nickle and lead-free</p>
<p data-mce-fragment=""1"">Hypoallergenic</p>
<p data-mce-fragment=""1"">Made in Turkey </p>",Chanour,,Jewelry,"jelavu, Verishop",true,Title,Default Title,,,,,"",0.0,shopify,deny,manual,30.00,,true,true,"",https://cdn.shopify.com/s/files/1/0462/6068/2908/products/chanour-jewelry-jelavu-ring-zrc-181-36732605497569.jpg?v=1644413152,1,Chanour Jewelry JELAVU Ring ZRC_181,false,,,,,,,,,,,,,,,,,lb,,,active
jelavu-ring-wr1014sil,JELAVU Ring WR1014SIL,"<p data-mce-fragment=""1"">Product Code: WR1014SIL</p>
<p data-mce-fragment=""1"">Pewter and silver plated</p>
<p data-mce-fragment=""1"">Nickle and lead-free</p>
<p data-mce-fragment=""1"">Hypoallergenic</p>
<p data-mce-fragment=""1"">Made in Turkey </p>",Chanour,,Jewelry,"jelavu, Verishop",true,Title,Default Title,,,,,"",0.0,shopify,deny,manual,30.00,,true,true,"",https://cdn.shopify.com/s/files/1/0462/6068/2908/products/chanour-jewelry-jelavu-ring-wr1014sil-36732588163297.jpg?v=1644412973,1,Chanour Jewelry JELAVU Ring WR1014SIL,false,,,,,,,,,,,,,,,,,lb,,,active
jelavu-ring-zrc_021,JELAVU Ring ZRC_021,"<p data-mce-fragment=""1"">Product Code:  ZRC_021</p>
<p data-mce-fragment=""1"">Pewter and silver plated</p>
<p data-mce-fragment=""1"">Nickle and lead-free</p>
<p data-mce-fragment=""1"">Hypoallergenic</p>
<p data-mce-fragment=""1"">Made in Turkey </p>",Chanour,,Jewelry,"jelavu, Verishop",true,Title,Default Title,,,,,"",0.0,shopify,deny,manual,30.00,,true,true,"",https://cdn.shopify.com/s/files/1/0462/6068/2908/products/chanour-jewelry-jelavu-ring-zrc-021-36732586492129.jpg?v=1644412972,1,Chanour Jewelry JELAVU Ring ZRC_021,false,,,,,,,,,,,,,,,,,lb,,,active
jelavu-ring-nr6834_1,JELAVU Ring NR6834_1,"<p data-mce-fragment=""1"">Product Code:  NR6834_1</p>
<p data-mce-fragment=""1"">Pewter and silver plated</p>
<p data-mce-fragment=""1"">Nickle and lead-free</p>
<p data-mce-fragment=""1"">Hypoallergenic</p>
<p data-mce-fragment=""1"">Made in Turkey </p>",Chanour,,Jewelry,"jelavu, Verishop",true,Title,Default Title,,,,,"",0.0,shopify,deny,manual,30.00,,true,true,"",https://cdn.shopify.com/s/files/1/0462/6068/2908/products/chanour-jewelry-jelavu-ring-nr6834-1-36732582363361.jpg?v=1644412790,1,Chanour Jewelry JELAVU Ring NR6834_1,false,,,,,,,,,,,,,,,,,lb,,,active
jelavu-ring-nr6830,JELAVU Ring NR6830,"<p data-mce-fragment=""1"">Product Code: NR6830</p>
<p data-mce-fragment=""1"">Pewter and silver plated</p>
<p data-mce-fragment=""1"">Nickle and lead-free</p>
<p data-mce-fragment=""1"">Hypoallergenic</p>
<p data-mce-fragment=""1"">Made in Turkey </p>
<p style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"" data-mce-fragment=""1""> </p>",Chanour,,Jewelry,"jelavu, Verishop",true,Title,Default Title,,,,,"",0.0,shopify,deny,manual,30.00,,true,true,"",https://cdn.shopify.com/s/files/1/0462/6068/2908/products/chanour-jewelry-jelavu-ring-nr6830-36732547006689.jpg?v=1644412430,1,Chanour Jewelry JELAVU Ring NR6830,false,,,,,,,,,,,,,,,,,lb,,,active
jelavu-ring-nr6829,JELAVU Ring NR6829,"<p data-mce-fragment=""1"">Product Code: NR6829</p>
<p data-mce-fragment=""1"">Pewter and silver plated</p>
<p data-mce-fragment=""1"">Nickle and lead-free</p>
<p data-mce-fragment=""1"">Hypoallergenic</p>
<p data-mce-fragment=""1"">Made in Turkey </p>",Chanour,,Jewelry,"jelavu, Verishop",true,Title,Default Title,,,,,"",0.0,shopify,deny,manual,30.00,,true,true,"",https://cdn.shopify.com/s/files/1/0462/6068/2908/products/chanour-jewelry-jelavu-ring-nr6829-36732540125409.jpg?v=1644412436,1,Chanour Jewelry JELAVU Ring NR6829,false,,,,,,,,,,,,,,,,,lb,,,active
jelavu-ring-nr6831,JELAVU Ring NR6831,"<p data-mce-fragment=""1"">Product Code: NR6831</p>
<p data-mce-fragment=""1"">Pewter and silver plated</p>
<p data-mce-fragment=""1"">Nickle and lead-free</p>
<p data-mce-fragment=""1"">Hypoallergenic</p>
<p data-mce-fragment=""1"">Made in Turkey </p>",Chanour,,Jewelry,"jelavu, Verishop",true,Title,Default Title,,,,,"",0.0,shopify,deny,manual,30.00,,true,true,"",https://cdn.shopify.com/s/files/1/0462/6068/2908/products/chanour-jewelry-jelavu-ring-nr6831-36732537503969.jpg?v=1644412433,1,Chanour Jewelry JELAVU Ring NR6831,false,,,,,,,,,,,,,,,,,lb,,,active
jelavu-ring-nr6827_2,JELAVU Ring NR6827_2,"<p data-mce-fragment=""1"">Product Code:  NR6827_2</p>
<p data-mce-fragment=""1"">Pewter and silver plated</p>
<p data-mce-fragment=""1"">Nickle and lead-free</p>
<p data-mce-fragment=""1"">Hypoallergenic</p>
<p data-mce-fragment=""1"">Made in Turkey </p>
<p style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"" data-mce-fragment=""1""> </p>",Chanour,,Jewelry,"jelavu, Verishop",true,Title,Default Title,,,,,"",0.0,shopify,deny,manual,30.00,,true,true,"",https://cdn.shopify.com/s/files/1/0462/6068/2908/products/chanour-jewelry-jelavu-ring-nr6827-2-36732509782241.jpg?v=1644412071,1,Chanour Jewelry JELAVU Ring NR6827_2,false,,,,,,,,,,,,,,,,,lb,,,active
jelavu-ring-nr6825,JELAVU Ring NR6825,"<p data-mce-fragment=""1"">Product Code: NR6825</p>
<p data-mce-fragment=""1"">Pewter and silver plated</p>
<p data-mce-fragment=""1"">Nickle and lead-free</p>
<p data-mce-fragment=""1"">Hypoallergenic</p>
<p data-mce-fragment=""1"">Made in Turkey </p>
<p style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"" data-mce-fragment=""1""> </p>",Chanour,,Jewelry,"jelavu, Verishop",true,Title,Default Title,,,,,"",0.0,shopify,deny,manual,30.00,,true,true,"",https://cdn.shopify.com/s/files/1/0462/6068/2908/products/chanour-jewelry-jelavu-ring-nr6825-36732496642273.jpg?v=1644412074,1,Chanour Jewelry JELAVU Ring NR6825,false,,,,,,,,,,,,,,,,,lb,,,active
jelavu-ring-nr6801,JELAVU Ring NR6801,"<p data-mce-fragment=""1"">Product Code: NR6801</p>
<p data-mce-fragment=""1"">Pewter and silver plated</p>
<p data-mce-fragment=""1"">Nickle and lead-free</p>
<p data-mce-fragment=""1"">Hypoallergenic</p>
<p data-mce-fragment=""1"">Made in Turkey </p>",Chanour,,Jewelry,"jelavu, Verishop",true,Title,Default Title,,,,,"",0.0,shopify,deny,manual,30.00,,true,true,"",https://cdn.shopify.com/s/files/1/0462/6068/2908/products/chanour-jewelry-jelavu-ring-nr6801-36732484190433.jpg?v=1644411714,1,Chanour Jewelry JELAVU Ring NR6801,false,,,,,,,,,,,,,,,,,lb,,,active
jelavu-ring-nr6114,JELAVU Ring NR6114,"<p data-mce-fragment=""1"">Product Code: NR6114</p>
<p data-mce-fragment=""1"">Pewter and silver plated</p>
<p data-mce-fragment=""1"">Nickle and lead-free</p>
<p data-mce-fragment=""1"">Hypoallergenic</p>
<p data-mce-fragment=""1"">Made in Turkey </p>",Chanour,,Jewelry,"jelavu, Verishop",true,Title,Default Title,,,,,"",0.0,shopify,deny,manual,30.00,,true,true,"",https://cdn.shopify.com/s/files/1/0462/6068/2908/products/chanour-jewelry-jelavu-ring-nr6114-36732480159969.jpg?v=1644411710,1,Chanour Jewelry JELAVU Ring NR6114,false,,,,,,,,,,,,,,,,,lb,,,active
jelavu-ring-nr6016,JELAVU Ring NR6106,"<p data-mce-fragment=""1"">Product Code: NR6106</p>
<p data-mce-fragment=""1"">Pewter and silver plated</p>
<p data-mce-fragment=""1"">Nickle and lead-free</p>
<p data-mce-fragment=""1"">Hypoallergenic</p>
<p data-mce-fragment=""1"">Made in Turkey </p>
<p style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;""> </p>",Chanour,,Jewelry,"jelavu, Verishop",true,Title,Default Title,,,,,"",0.0,shopify,deny,manual,30.00,,true,true,"",https://cdn.shopify.com/s/files/1/0462/6068/2908/products/chanour-jewelry-jelavu-ring-nr6106-36732450570465.jpg?v=1644411351,1,Chanour Jewelry JELAVU Ring NR6106,false,,,,,,,,,,,,,,,,,lb,,,active
jelavu-ring-nr6105,JELAVU Ring NR6105,"<p data-mce-fragment=""1"">Product Code: NR6105</p>
<p data-mce-fragment=""1"">Pewter and silver plated</p>
<p data-mce-fragment=""1"">Nickle and lead-free</p>
<p data-mce-fragment=""1"">Hypoallergenic</p>
<p data-mce-fragment=""1"">Made in Turkey </p>",Chanour,,Jewelry,"jelavu, Verishop",true,Title,Default Title,,,,,"",0.0,shopify,deny,manual,30.00,,true,true,"",https://cdn.shopify.com/s/files/1/0462/6068/2908/products/chanour-jewelry-jelavu-ring-nr6105-36732426649825.jpg?v=1644410993,1,Chanour Jewelry JELAVU Ring NR6105,false,,,,,,,,,,,,,,,,,lb,,,active
jelavu-ring-nr6091,JELAVU Ring NR6091,"<p data-mce-fragment=""1"">Product Code: NR6091</p>
<p data-mce-fragment=""1"">Pewter and silver plated</p>
<p data-mce-fragment=""1"">Nickle and lead-free</p>
<p data-mce-fragment=""1"">Hypoallergenic</p>
<p data-mce-fragment=""1"">Made in Turkey </p>",Chanour,,Jewelry,"jelavu, Verishop",true,Title,Default Title,,,,,"",0.0,shopify,deny,manual,30.00,,true,true,"",https://cdn.shopify.com/s/files/1/0462/6068/2908/products/chanour-jewelry-jelavu-ring-nr6091-36732402499809.jpg?v=1644410630,1,Chanour Jewelry JELAVU Ring NR6091,false,,,,,,,,,,,,,,,,,lb,,,active
jelavu-ring-nr6088,JELAVU Ring NR6088,"<p data-mce-fragment=""1"">Product Code: NR6088</p>
<p data-mce-fragment=""1"">Pewter and silver plated</p>
<p data-mce-fragment=""1"">Nickle and lead-free</p>
<p data-mce-fragment=""1"">Hypoallergenic</p>
<p data-mce-fragment=""1"">Made in Turkey </p>",Chanour,,Jewelry,"jelavu, Verishop",true,Title,Default Title,,,,,"",0.0,shopify,deny,manual,30.00,,true,true,"",https://cdn.shopify.com/s/files/1/0462/6068/2908/products/chanour-jewelry-jelavu-ring-nr6088-36732396044513.jpg?v=1644410637,1,Chanour Jewelry JELAVU Ring NR6088,false,,,,,,,,,,,,,,,,,lb,,,active
